       step,          time,       molecule,  site,   Z,  type,       mass,         charge,          x,             y,             z,             fx,            fy,            fz,            vx,            vy,            vz
              3,  0.290000E-01,      66,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.660328E+00,  0.290513E+01, -0.695373E+01, -0.255390E+01,  0.191046E+02, -0.117770E+02,  0.851319E+01,  0.792029E+01,  0.504398E+01
              3,  0.290000E-01,      66,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.624279E+00,  0.207869E+01, -0.746259E+01,  0.136122E+01, -0.136177E+02,  0.361824E+01,  0.100497E+02,  0.639787E+01,  0.238109E+02
              3,  0.290000E-01,      66,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.543413E+00,  0.354201E+01, -0.772170E+01,  0.213462E+00, -0.453636E+01,  0.157808E+02,  0.232794E+02,  0.103774E+02, -0.477325E+01
              3,  0.290000E-01,      67,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.701183E+01, -0.705585E+01,  0.985775E+01,  0.253821E+01, -0.187078E+02, -0.102830E+02,  0.356473E+01,  0.585901E+01,  0.546398E+01
              3,  0.290000E-01,      67,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.795608E+01, -0.729977E+01,  0.100109E+02,  0.106277E+01,  0.107838E+01,  0.815997E+00,  0.298279E+01, -0.368198E+01,  0.877154E+01
              3,  0.290000E-01,      67,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.701764E+01, -0.613851E+01,  0.101281E+02, -0.200771E+01,  0.196114E+02,  0.631542E+01,  0.171716E+02,  0.576824E+01,  0.719394E+00
              3,  0.290000E-01,      68,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.708477E+01, -0.194565E+01,  0.112331E+01, -0.891812E+01, -0.432300E+01, -0.492774E+01,  0.686508E+01,  0.521292E+01,  0.434645E+01
              3,  0.290000E-01,      68,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.611925E+01, -0.208719E+01,  0.929197E+00,  0.815163E+01,  0.284598E+01,  0.240430E+01,  0.270385E+01,  0.363226E+01,  0.101135E+02
              3,  0.290000E-01,      68,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.729190E+01, -0.279488E+01,  0.156059E+01,  0.255282E+01, -0.330864E+01,  0.359411E+01,  0.144268E+02,  0.333375E+01,  0.332907E+01
              3,  0.290000E-01,      69,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.375291E+01,  0.693214E+01,  0.902664E+01,  0.609632E+00, -0.107644E+01, -0.595121E+01,  0.690982E+01,  0.203873E+01,  0.897614E+01
              3,  0.290000E-01,      69,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.401191E+01,  0.743207E+01,  0.982702E+01,  0.123796E+01, -0.589399E+01,  0.700993E+01,  0.499626E+01, -0.239221E+01, -0.241575E+01
              3,  0.290000E-01,      69,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.392733E+01,  0.600135E+01,  0.928717E+01, -0.161253E+00,  0.336995E+01,  0.459713E+01,  0.560313E+01,  0.191579E+02,  0.113335E+01
              3,  0.290000E-01,      70,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.642927E+01, -0.719534E+01, -0.651791E+00, -0.164672E+02,  0.669866E+01,  0.831675E+01,  0.436914E+01,  0.790027E+01,  0.423331E+01
              3,  0.290000E-01,      70,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.694906E+01, -0.665279E+01, -0.104538E-01,  0.202222E+01, -0.220150E+01, -0.685056E+01,  0.110703E+01,  0.231541E+02,  0.709095E+01
              3,  0.290000E-01,      70,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.553578E+01, -0.702369E+01, -0.298762E+00,  0.923881E+01, -0.269086E+01, -0.153212E-01,  0.139330E+02, -0.212689E+01,  0.107451E+01
              3,  0.290000E-01,      71,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.919662E+01,  0.773067E+01,  0.942994E+01,  0.150566E+01,  0.163078E+01,  0.810811E+01,  0.582073E+01,  0.447000E+01,  0.730471E+01
              3,  0.290000E-01,      71,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.873533E+01,  0.831811E+01,  0.879273E+01, -0.276855E+01, -0.224386E+01, -0.306681E+01,  0.113937E+02, -0.721216E+01,  0.233956E+02
              3,  0.290000E-01,      71,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.100963E+02,  0.771940E+01,  0.902918E+01, -0.774801E+00, -0.433005E+00, -0.426009E+01,  0.422036E+01, -0.393567E+01,  0.257569E+02
              3,  0.290000E-01,      72,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.394799E+01,  0.172345E+01, -0.238194E+01,  0.107161E+02,  0.109837E+02,  0.625710E+01,  0.926319E+01,  0.750174E+01,  0.281415E+01
              3,  0.290000E-01,      72,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.407666E+01,  0.161805E+01, -0.140313E+01,  0.200763E+01, -0.514338E+00, -0.104640E+02,  0.344796E+01,  0.551969E+01, -0.371231E+01
              3,  0.290000E-01,      72,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.478963E+01,  0.222283E+01, -0.263144E+01, -0.192078E+02, -0.142853E+02,  0.415390E+01,  0.145369E+02,  0.716950E+01,  0.124946E+02
              3,  0.290000E-01,      73,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.888115E+01, -0.802252E+01,  0.407129E+01, -0.177649E+01, -0.226390E+02, -0.229710E+01,  0.656544E+01,  0.501955E+01,  0.495600E+01
              3,  0.290000E-01,      73,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.949025E+01, -0.735343E+01,  0.439590E+01,  0.565558E+01,  0.899520E+01,  0.210982E+01,  0.727661E+01,  0.115284E+01,  0.146534E+02
              3,  0.290000E-01,      73,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.946399E+01, -0.860748E+01,  0.352080E+01, -0.114970E+01,  0.118580E+02,  0.229957E+01,  0.263760E+01, -0.136715E+02, -0.505933E+01
              3,  0.290000E-01,      74,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.954184E+01,  0.474452E+00,  0.971536E+01,  0.594309E+01, -0.103033E+01, -0.646526E+01,  0.450014E+01,  0.598764E+01,  0.231341E+01
              3,  0.290000E-01,      74,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.893346E+01,  0.144165E+00,  0.901116E+01, -0.342309E+01,  0.787036E+01,  0.138471E+02, -0.617209E+01,  0.568001E+01,  0.230812E+02
              3,  0.290000E-01,      74,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.895327E+01,  0.100161E+01,  0.103126E+02, -0.100294E+01, -0.648788E+01, -0.722829E+01,  0.968587E+01,  0.539502E+01,  0.162006E+02
              3,  0.290000E-01,      75,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.247301E+01, -0.316517E+00,  0.337740E+00, -0.107577E+02,  0.266944E+00,  0.771956E+01,  0.911727E+01,  0.728188E+01,  0.312864E+01
              3,  0.290000E-01,      75,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.205102E+01,  0.284060E-01,  0.116686E+01,  0.433202E+01, -0.519471E+01, -0.641379E+01, -0.250646E+01, -0.334176E+01,  0.742515E+01
              3,  0.290000E-01,      75,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.322998E+01,  0.284705E+00,  0.275980E+00,  0.896561E+01,  0.872372E+01, -0.607893E+00,  0.127302E+02,  0.542206E+01, -0.688349E+01
              3,  0.290000E-01,      76,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.931089E+01, -0.906275E+01, -0.227685E+00, -0.180627E+02,  0.115668E+02, -0.212336E+02,  0.245568E+01,  0.578278E+01,  0.392583E+01
              3,  0.290000E-01,      76,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.952899E+01, -0.993644E+01, -0.590373E+00,  0.361052E+01, -0.108103E+02, -0.385906E+01,  0.186256E+02,  0.770224E+01, -0.278246E+01
              3,  0.290000E-01,      76,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.985809E+01, -0.905296E+01,  0.554688E+00,  0.884387E+01, -0.265709E+01,  0.224560E+02, -0.116315E+00, -0.574149E+01,  0.119951E+02
              3,  0.290000E-01,      77,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.850895E+01, -0.860846E+01,  0.863566E+01,  0.339483E+01, -0.100434E+01, -0.595861E+01,  0.697137E+01,  0.724588E+01,  0.756196E+01
              3,  0.290000E-01,      77,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.914578E+01, -0.786966E+01,  0.850769E+01, -0.536156E+01, -0.456988E+01, -0.101770E+01,  0.117742E+01,  0.149269E+02,  0.137890E+01
              3,  0.290000E-01,      77,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.857108E+01, -0.905550E+01,  0.773997E+01, -0.237080E+01,  0.535056E+01,  0.117049E+02,  0.902366E+01,  0.136807E+02,  0.121188E+02
              3,  0.290000E-01,      78,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.301032E+00, -0.126769E+01,  0.401756E+01,  0.408281E+01, -0.125534E+02,  0.178763E+02,  0.344500E+01,  0.519975E+01,  0.337226E+01
              3,  0.290000E-01,      78,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.955974E+00, -0.760352E+00,  0.351197E+01,  0.320146E+01,  0.560177E+01, -0.420775E+01, -0.163385E+01,  0.372875E+01,  0.101939E+02
              3,  0.290000E-01,      78,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.846824E+00, -0.151521E+01,  0.482253E+01, -0.105881E+02,  0.302662E+01, -0.131888E+02,  0.112760E+02,  0.109435E+02,  0.936571E+01
              3,  0.290000E-01,      79,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.335995E+01,  0.585034E+01,  0.408040E+00,  0.176502E+02,  0.207729E+02, -0.489258E+01,  0.239486E+01,  0.308583E+01,  0.108326E+02
              3,  0.290000E-01,      79,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.419032E+01,  0.628381E+01,  0.456486E-01, -0.126842E+02, -0.986467E+01,  0.913509E+00,  0.525688E+01,  0.117821E+02,  0.251134E+01
              3,  0.290000E-01,      79,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.304642E+01,  0.655616E+01,  0.101385E+01, -0.388914E+01, -0.377845E+01,  0.224360E+01,  0.590387E+01,  0.821216E+01,  0.115964E+02
              3,  0.290000E-01,      80,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.589339E+00,  0.173286E+01, -0.944439E+00, -0.115467E+02, -0.198544E+01, -0.440103E+01,  0.514885E+01,  0.616571E+01,  0.239682E+01
              3,  0.290000E-01,      80,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.178211E+00,  0.238587E+01, -0.353613E+00, -0.238765E+01,  0.107339E+02,  0.165332E+01,  0.886568E+01,  0.122371E+02,  0.124995E+02
              3,  0.290000E-01,      80,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.130482E+01,  0.225625E+01, -0.138395E+01,  0.852608E+01, -0.961883E+00,  0.768458E+01,  0.743308E+00,  0.710103E+01,  0.407100E+01
              3,  0.290000E-01,      81,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.975424E+01, -0.945203E+01, -0.478271E+01,  0.461816E+01, -0.300550E+01,  0.177840E+02,  0.531451E+01,  0.457674E+01,  0.738151E+01
              3,  0.290000E-01,      81,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.100993E+02, -0.102318E+02, -0.524320E+01, -0.448702E+01, -0.131907E+01, -0.510450E+01,  0.123295E+02, -0.162939E+00, -0.101180E+02
              3,  0.290000E-01,      81,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.941955E+01, -0.892374E+01, -0.551587E+01,  0.320089E+01,  0.908197E+01, -0.960114E+01,  0.247268E+02,  0.153649E+02, -0.119824E+01
              3,  0.290000E-01,      82,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.272068E+01, -0.816973E+01, -0.370698E+00, -0.377623E+01, -0.135810E+02, -0.760892E+01,  0.596007E+01,  0.365826E+01,  0.410318E+01
              3,  0.290000E-01,      82,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.300819E+01, -0.796734E+01, -0.130073E+01, -0.996335E+00, -0.465454E+01,  0.676770E+01,  0.374469E+01,  0.117669E+02, -0.128670E+01
              3,  0.290000E-01,      82,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.270666E+01, -0.916887E+01, -0.400733E+00,  0.408987E+01,  0.156540E+02,  0.453776E+01,  0.328788E+01,  0.131762E+02,  0.118569E+02
              3,  0.290000E-01,      83,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.100741E+02,  0.720763E+01,  0.163655E+00, -0.107254E+02,  0.830765E+01,  0.275378E+01,  0.282896E+01,  0.250196E+01,  0.489500E+01
              3,  0.290000E-01,      83,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.101853E+02,  0.660116E+01,  0.891751E-01,  0.101022E+02, -0.649443E+01,  0.549972E+00,  0.136560E+02,  0.120320E+01,  0.127226E+02
              3,  0.290000E-01,      83,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.932241E+01,  0.658874E+01,  0.726690E-01, -0.938432E+00, -0.381932E+01,  0.114671E+01,  0.888763E+01,  0.112090E+02,  0.323615E+01
              3,  0.290000E-01,      84,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.175481E+01, -0.110869E+01, -0.611396E+01,  0.191014E+02, -0.241291E+02, -0.168883E+02,  0.563908E+01,  0.642891E+01,  0.411096E+01
              3,  0.290000E-01,      84,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.243115E+01, -0.173685E+01, -0.653278E+01, -0.177660E+02,  0.164208E+02,  0.771368E+01,  0.382903E+01, -0.382028E+01,  0.123219E+02
              3,  0.290000E-01,      84,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.222676E+01, -0.889238E+00, -0.529537E+01,  0.136444E+01,  0.609395E+01,  0.892499E+01, -0.235738E+01,  0.348152E+01,  0.133934E+02
              3,  0.290000E-01,      85,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.104913E+02,  0.134014E+01,  0.155396E+01, -0.235750E+01,  0.160734E+01, -0.144077E+02,  0.421788E+01,  0.457527E+01,  0.266442E+01
              3,  0.290000E-01,      85,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.102036E+02,  0.454547E+00,  0.122905E+01, -0.688135E+00,  0.192214E+01,  0.225410E+01,  0.641913E+01,  0.184807E+01,  0.268014E+02
              3,  0.290000E-01,      85,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.103098E+02,  0.126454E+01,  0.249526E+01,  0.522072E+01, -0.320275E+01,  0.136767E+02, -0.496973E+01,  0.177812E+02,  0.574553E+01
              3,  0.290000E-01,      86,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.383193E+01, -0.211027E+01, -0.764679E+01,  0.121192E+02, -0.100685E+02,  0.882126E+01,  0.431026E+01,  0.521584E+01,  0.343071E+01
              3,  0.290000E-01,      86,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.326371E+01, -0.194178E+01, -0.684609E+01, -0.977308E+01,  0.341115E+01, -0.920353E+01, -0.299264E+01,  0.918383E+00,  0.490622E+01
              3,  0.290000E-01,      86,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.435622E+01, -0.130805E+01, -0.773559E+01, -0.114053E+01,  0.617639E+01,  0.206335E+01, -0.377860E+01,  0.223557E+01, -0.766747E+01
              3,  0.290000E-01,      87,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.819037E+01,  0.315070E+01, -0.502985E+01, -0.105402E+02,  0.546284E+01,  0.514136E+01,  0.770914E+01,  0.288820E+01,  0.343162E+01
              3,  0.290000E-01,      87,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.816595E+01,  0.220399E+01, -0.476913E+01, -0.134614E+00,  0.736338E+00, -0.210511E+01, -0.602870E+01,  0.705423E+01,  0.168847E+00
              3,  0.290000E-01,      87,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.894656E+01,  0.351272E+01, -0.449271E+01,  0.143836E+02, -0.427994E+01, -0.623140E+01,  0.107525E+02,  0.361718E+01,  0.116128E+02
              3,  0.290000E-01,      88,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.409787E+01, -0.316267E+01, -0.306541E+01,  0.142867E+02,  0.156097E+00,  0.117762E+02,  0.436901E+01,  0.444487E+01,  0.773436E+01
              3,  0.290000E-01,      88,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.342271E+01, -0.327556E+01, -0.235505E+01, -0.344172E+01, -0.591778E+01, -0.832336E+01, -0.513279E+01, -0.390605E+01,  0.164233E+02
              3,  0.290000E-01,      88,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.478087E+01, -0.271305E+01, -0.253152E+01, -0.487093E+01,  0.484607E+01, -0.383440E+01, -0.126909E+01,  0.256814E+02,  0.374761E+01
              3,  0.290000E-01,      89,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.860294E+01, -0.166599E+01, -0.189344E+01,  0.980139E+01,  0.911690E+01,  0.280999E+01,  0.316064E+01,  0.503552E+01,  0.459060E+01
              3,  0.290000E-01,      89,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.876015E+01, -0.250665E+01, -0.233081E+01, -0.265516E+01, -0.158989E+02, -0.523753E+01,  0.723288E+01,  0.112221E+02,  0.106501E+02
              3,  0.290000E-01,      89,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.917497E+01, -0.109269E+01, -0.245104E+01, -0.212324E+01,  0.533475E+01,  0.397243E+01,  0.125983E+02,  0.105336E+02, -0.393193E+01
              3,  0.290000E-01,      90,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.125672E+01,  0.724230E+01, -0.627279E+01, -0.244466E+01,  0.121237E+02,  0.952107E+01,  0.621821E+01,  0.499382E+01,  0.886087E+01
              3,  0.290000E-01,      90,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.139039E+01,  0.795848E+01, -0.558573E+01,  0.525725E+01, -0.103402E+02, -0.167075E+02,  0.158680E+02,  0.929125E-01,  0.907740E+01
              3,  0.290000E-01,      90,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.116779E+01,  0.645606E+01, -0.569004E+01,  0.137271E+01, -0.391103E+00,  0.437247E+01,  0.208945E+02,  0.241949E+01, -0.392320E+00
              3,  0.290000E-01,      91,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.790548E+01,  0.496333E+01,  0.523895E+01,  0.655441E+01, -0.183394E+02, -0.611915E+01,  0.668214E+01,  0.791226E+01,  0.439113E+01
              3,  0.290000E-01,      91,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.864234E+01,  0.557769E+01,  0.513897E+01, -0.108536E+02,  0.243352E+01, -0.360674E+01, -0.305314E+01,  0.113881E+02,  0.303489E+01
              3,  0.290000E-01,      91,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.798524E+01,  0.437857E+01,  0.444175E+01, -0.185196E+01,  0.930460E+01,  0.959627E+01,  0.141932E+02,  0.163719E+02,  0.191432E+02
              3,  0.290000E-01,      92,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.509170E+01,  0.417017E+01, -0.830396E+01, -0.213269E+02,  0.108570E+02,  0.140409E+02,  0.846763E+01,  0.383712E+01,  0.433027E+01
              3,  0.290000E-01,      92,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.430195E+01,  0.467290E+01, -0.806709E+01,  0.148919E+02,  0.356573E+01, -0.413624E+01,  0.130820E+01,  0.118637E+02, -0.152308E+02
              3,  0.290000E-01,      92,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.572766E+01,  0.470632E+01, -0.776445E+01,  0.668955E+01, -0.133618E+02, -0.956214E+01,  0.173193E+02,  0.119741E+02,  0.289900E+02
              3,  0.290000E-01,      93,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.663462E+01, -0.549715E+01, -0.543975E+01,  0.667799E+01,  0.259572E+01,  0.863080E+01,  0.811737E+01,  0.334572E+01,  0.570956E+01
              3,  0.290000E-01,      93,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.577895E+01, -0.508450E+01, -0.520300E+01, -0.511022E+01,  0.844297E+00, -0.226963E+01,  0.132878E+02,  0.627656E+01,  0.976459E+01
              3,  0.290000E-01,      93,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.645296E+01, -0.578291E+01, -0.635404E+01, -0.634431E+01, -0.312898E+01, -0.830815E+01,  0.124477E+02,  0.840457E+01,  0.806468E+01
              3,  0.290000E-01,      94,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.367913E+01, -0.305328E+01,  0.323365E+01, -0.130675E+01, -0.444330E+01,  0.346062E+02,  0.336631E+01,  0.738462E+01,  0.331320E+01
              3,  0.290000E-01,      94,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.398023E+01, -0.269493E+01,  0.238471E+01,  0.105307E+02,  0.514600E+01, -0.640219E+01,  0.108620E+02, -0.532055E+00,  0.982307E+01
              3,  0.290000E-01,      94,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.434086E+01, -0.273506E+01,  0.391396E+01, -0.950476E+01, -0.346012E+01, -0.233683E+02, -0.293164E+01,  0.119527E+02,  0.142731E+02
              3,  0.290000E-01,      95,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.992237E+01,  0.965070E+01, -0.630916E+01,  0.879527E+01, -0.685728E+00,  0.103823E+01,  0.552349E+01,  0.510021E+01,  0.669384E+01
              3,  0.290000E-01,      95,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.986683E+01,  0.936823E+01, -0.724450E+01, -0.668559E+01,  0.400528E+01,  0.622377E+01,  0.773894E+00,  0.186478E+01,  0.264625E+01
              3,  0.290000E-01,      95,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.933055E+01,  0.104446E+02, -0.625321E+01, -0.330557E+01, -0.622651E+01, -0.548370E+01,  0.176702E+02,  0.607642E+01, -0.459285E+01
              3,  0.290000E-01,      96,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.639827E+01, -0.103660E+02, -0.428620E+01,  0.115441E+02,  0.289000E+01, -0.168608E+02,  0.935536E+01,  0.447779E+01,  0.722105E+01
              3,  0.290000E-01,      96,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.613663E+01, -0.100093E+02, -0.343388E+01, -0.202616E+01,  0.403083E+01,  0.165887E+02,  0.628911E+01,  0.668817E+01, -0.873658E+00
              3,  0.290000E-01,      96,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.565752E+01,  0.100681E+02, -0.446819E+01, -0.106212E+02, -0.768828E+01, -0.289809E+00, -0.153335E+02,  0.103337E+02,  0.401406E+01
              3,  0.290000E-01,      97,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.327367E+01,  0.794616E+01, -0.130719E+01,  0.227477E+02,  0.268866E+01,  0.128574E+02,  0.571587E+01,  0.562358E+01,  0.350620E+01
              3,  0.290000E-01,      97,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.376898E+01,  0.777617E+01, -0.210828E+01, -0.136206E+02, -0.581608E+01, -0.131969E+02, -0.577333E+01, -0.889800E+01, -0.511261E+01
              3,  0.290000E-01,      97,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.396153E+01,  0.835232E+01, -0.753322E+00, -0.754782E+01,  0.243314E+01,  0.127211E+01,  0.688767E+01,  0.641553E+01, -0.111900E+02
              3,  0.290000E-01,      98,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.101778E+02,  0.953643E+01, -0.118197E+01,  0.767011E+01,  0.271246E+02,  0.284199E+01,  0.396930E+01,  0.264102E+01,  0.627349E+01
              3,  0.290000E-01,      98,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.101609E+02,  0.880552E+01, -0.536940E+00, -0.284341E+01, -0.141777E+02, -0.500136E+01,  0.845580E+01,  0.240078E+02, -0.214404E+01
              3,  0.290000E-01,      98,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.100068E+02,  0.912284E+01, -0.204413E+01, -0.615100E+01, -0.108974E+02, -0.472795E+01,  0.807306E-01,  0.404569E+01,  0.854729E+01
              3,  0.290000E-01,      99,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.706121E+01,  0.827528E+00, -0.513654E+01,  0.330044E+01, -0.268088E+01,  0.946581E+01,  0.303135E+01,  0.862229E+01,  0.414224E+01
              3,  0.290000E-01,      99,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.803601E+01,  0.689661E+00, -0.528986E+01, -0.111065E+02,  0.732680E+00,  0.629963E-01, -0.440915E+01, -0.369170E+01,  0.140612E+02
              3,  0.290000E-01,      99,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.687995E+01,  0.105194E+00, -0.449636E+01,  0.354217E+01,  0.735318E+00, -0.426026E+01, -0.115294E+01, -0.704986E+01,  0.729552E+01
              3,  0.290000E-01,     100,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.784146E+01,  0.841108E+01, -0.624000E+01, -0.148036E+02,  0.669144E+01, -0.150340E+02,  0.654012E+01,  0.616958E+01,  0.522251E+01
              3,  0.290000E-01,     100,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.728969E+01,  0.882600E+01, -0.558052E+01,  0.151095E+02,  0.794244E+01,  0.167364E+02,  0.110659E+02,  0.934525E+01, -0.191487E+00
              3,  0.290000E-01,     100,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.808649E+01,  0.924676E+01, -0.673072E+01,  0.219982E+01, -0.144463E+02,  0.227134E+01,  0.124817E+02,  0.237220E+02,  0.371482E+01
              3,  0.290000E-01,     101,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.452522E+01,  0.379207E+01,  0.155801E+01,  0.155396E+02, -0.148166E+02,  0.107861E+02,  0.492376E+01,  0.933632E+01,  0.466935E+01
              3,  0.290000E-01,     101,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.412012E+01,  0.451011E+01,  0.106530E+01, -0.145872E+02,  0.154076E+02, -0.117072E+02,  0.703954E+01,  0.385335E+01,  0.885230E+01
              3,  0.290000E-01,     101,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.524393E+01,  0.428369E+01,  0.199535E+01,  0.602930E+01, -0.162702E+01,  0.382719E+01,  0.131425E+02, -0.387270E+00, -0.439904E+01
              3,  0.290000E-01,     102,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.300163E+01, -0.621264E+00, -0.107321E+01, -0.140981E+02, -0.132978E+02,  0.813376E+01,  0.498914E+01,  0.474942E+01,  0.506623E+01
