       step,          time,       molecule,  site,   Z,  type,       mass,         charge,          x,             y,             z,             fx,            fy,            fz,            vx,            vy,            vz
              4,  0.390000E-01,     175,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.910642E+01,  0.626638E+01, -0.780727E+01,  0.888603E+01, -0.137847E+01,  0.612105E+01,  0.106506E+02,  0.288657E+01,  0.446072E+01
              4,  0.390000E-01,     175,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.887038E+01,  0.693777E+01, -0.715213E+01,  0.504105E+01,  0.569019E+01, -0.205113E+01, -0.724632E+01, -0.447582E+00,  0.126861E+02
              4,  0.390000E-01,     175,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.100419E+02,  0.617191E+01, -0.760400E+01, -0.174965E+02, -0.179335E+01, -0.296143E+01,  0.223722E+01,  0.133428E+02, -0.125088E+02
              4,  0.390000E-01,     176,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.315512E+01, -0.445865E+01,  0.435572E+01, -0.108177E+02,  0.197113E+02,  0.189879E+02,  0.422915E+01,  0.682339E+01,  0.684880E+01
              4,  0.390000E-01,     176,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.236755E+01, -0.412873E+01,  0.386813E+01,  0.132632E+01,  0.417438E+00,  0.117834E+01,  0.997731E+01, -0.324255E+01,  0.370802E+01
              4,  0.390000E-01,     176,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.332627E+01, -0.367933E+01,  0.497509E+01,  0.716054E+01, -0.181997E+02, -0.197637E+02,  0.376943E+01,  0.763695E+01, -0.156296E+02
              4,  0.390000E-01,     177,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.959926E+01,  0.824440E+01,  0.275111E+01, -0.536025E+01, -0.491606E+01, -0.188433E+02,  0.580718E+01,  0.502852E+01,  0.617473E+01
              4,  0.390000E-01,     177,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.871039E+01,  0.856607E+01,  0.247723E+01,  0.271707E+01,  0.111978E+01,  0.657284E+01,  0.659551E+01,  0.179876E+01, -0.191702E+01
              4,  0.390000E-01,     177,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.990853E+01,  0.794087E+01,  0.186209E+01,  0.111588E+01,  0.296567E+01,  0.904520E+01,  0.113456E+02,  0.349867E+01,  0.107289E+02
              4,  0.390000E-01,     178,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.194614E+01,  0.591134E+01,  0.373945E-01, -0.686870E+00,  0.827708E+01,  0.258180E+02,  0.566271E+01,  0.611361E+01,  0.506071E+01
              4,  0.390000E-01,     178,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.217709E+01,  0.635248E+01,  0.917472E+00,  0.635211E+01, -0.133393E+02, -0.172455E+02,  0.273380E+02,  0.915995E+01,  0.755247E+00
              4,  0.390000E-01,     178,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.222146E+01,  0.663906E+01, -0.540097E+00, -0.383990E+01,  0.534004E+01, -0.760392E+01, -0.265855E+01,  0.251479E+01, -0.266586E+01
              4,  0.390000E-01,     179,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.852235E+01, -0.104607E+02, -0.249093E+01, -0.123681E+02, -0.650489E+01,  0.250552E+02,  0.834018E+01,  0.789377E+01,  0.288882E+01
              4,  0.390000E-01,     179,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.935831E+01,  0.103244E+02, -0.198739E+01,  0.179979E+02,  0.499540E+00, -0.967517E+01,  0.468604E+01,  0.278725E+00,  0.131030E+02
              4,  0.390000E-01,     179,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.891652E+01, -0.100869E+02, -0.329061E+01, -0.770088E+01,  0.769918E+01, -0.128361E+02,  0.745896E+01,  0.301278E+01,  0.529654E+01
              4,  0.390000E-01,     180,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.862064E+01, -0.972410E+01,  0.631672E+01, -0.144980E+02,  0.235909E+02,  0.134361E+02,  0.865876E+01,  0.470589E+01,  0.636199E+01
              4,  0.390000E-01,     180,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.921387E+01, -0.103532E+02,  0.585595E+01,  0.935934E+01, -0.596743E+01, -0.103274E+02, -0.800685E+01,  0.839010E+01, -0.835602E+01
              4,  0.390000E-01,     180,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.849053E+01, -0.903350E+01,  0.563145E+01,  0.425513E+01, -0.803834E+01, -0.171327E+01,  0.362455E+01,  0.113501E+02,  0.486923E+00
              4,  0.390000E-01,     181,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.501871E+01, -0.911403E+01, -0.364047E+01, -0.452264E+01,  0.193778E+00, -0.118690E+02,  0.907383E+01,  0.476343E+01,  0.854917E+01
              4,  0.390000E-01,     181,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.551238E+01, -0.827567E+01, -0.362074E+01, -0.485261E+01,  0.316970E+01,  0.516519E-01,  0.655290E+01,  0.129096E+02,  0.195267E+02
              4,  0.390000E-01,     181,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.436128E+01, -0.894332E+01, -0.294958E+01,  0.898891E+01, -0.610235E+00,  0.134370E+02,  0.224870E+02, -0.304675E+01,  0.432108E+01
              4,  0.390000E-01,     182,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.467559E+01,  0.811358E+01, -0.814868E+01, -0.632637E+01, -0.585813E+01,  0.151156E+02,  0.130970E+01,  0.340381E+01,  0.684032E+01
              4,  0.390000E-01,     182,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.447184E+01,  0.826377E+01, -0.907170E+01,  0.825551E+01, -0.100165E+01, -0.204338E+02, -0.651482E+01,  0.103536E+02, -0.193659E+01
              4,  0.390000E-01,     182,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.478531E+01,  0.904119E+01, -0.788909E+01, -0.366856E+01,  0.750854E+01,  0.825219E+01, -0.358300E+01,  0.161720E+02,  0.391417E+01
              4,  0.390000E-01,     183,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.673512E+01, -0.820835E+01,  0.281570E+00, -0.158296E+02, -0.478084E+01,  0.248598E+02,  0.720396E+01,  0.566134E+01,  0.324242E+01
              4,  0.390000E-01,     183,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.675844E+01, -0.857732E+01,  0.122720E+01, -0.458986E+01,  0.108061E+02, -0.213642E+02,  0.444362E+01,  0.134928E+02,  0.207234E+01
              4,  0.390000E-01,     183,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.762556E+01, -0.844509E+01,  0.155228E-01,  0.180249E+02, -0.345025E+01, -0.544698E+01, -0.292631E+01,  0.171072E+02,  0.735726E+01
              4,  0.390000E-01,     184,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.102186E+02,  0.970667E+01,  0.503265E+01,  0.102348E+02,  0.863948E+01,  0.114790E+02,  0.701541E+01,  0.933800E+01,  0.746613E+01
              4,  0.390000E-01,     184,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.984876E+01,  0.949736E+01,  0.523715E+01, -0.117676E+02, -0.287353E+01, -0.291080E+01,  0.157023E+02,  0.669906E+00,  0.171031E+02
              4,  0.390000E-01,     184,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.100457E+02,  0.925680E+01,  0.419795E+01,  0.316040E+01, -0.947954E+01, -0.111274E+02,  0.141283E+02, -0.123753E+01,  0.249095E+02
              4,  0.390000E-01,     185,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.553428E+01,  0.996819E+01,  0.967451E+01,  0.784289E+01, -0.546187E+01, -0.393275E+00,  0.507955E+01,  0.408441E+01,  0.566181E+01
              4,  0.390000E-01,     185,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.522249E+01,  0.999430E+01,  0.874319E+01, -0.409926E+01,  0.437551E+01, -0.124405E+01,  0.583578E+01, -0.403627E+01,  0.204280E+01
              4,  0.390000E-01,     185,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.479061E+01,  0.941345E+01,  0.100322E+02, -0.682240E+01,  0.485378E+01,  0.285410E+00,  0.426694E+01,  0.492862E+01,  0.345790E+00
              4,  0.390000E-01,     186,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.477980E+01, -0.236584E+01, -0.313231E+01, -0.145430E+00, -0.154868E+02,  0.116700E+01,  0.477705E+01,  0.720274E+01,  0.588580E+01
              4,  0.390000E-01,     186,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.418276E+01, -0.162932E+01, -0.329647E+01, -0.173134E+02,  0.107239E+02, -0.109239E+01, -0.449713E+01,  0.180428E+02,  0.456255E+01
              4,  0.390000E-01,     186,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.561605E+01, -0.188195E+01, -0.311822E+01,  0.165143E+02,  0.334437E+01,  0.356319E+01,  0.212044E+01,  0.923961E+01,  0.143418E+01
              4,  0.390000E-01,     187,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.947497E+01, -0.354775E+01,  0.557078E+01,  0.703553E+01, -0.590861E+01, -0.295860E+01,  0.468311E+01,  0.408491E+01,  0.758301E+01
              4,  0.390000E-01,     187,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.994659E+01, -0.434006E+01,  0.523179E+01, -0.842635E-01,  0.525684E+01,  0.389305E+01, -0.625669E+01,  0.232649E+02,  0.903847E+01
              4,  0.390000E-01,     187,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.856676E+01, -0.381129E+01,  0.533124E+01, -0.459688E+01,  0.135792E+01,  0.153100E+01,  0.149413E+01, -0.358733E+01,  0.102495E+02
              4,  0.390000E-01,     188,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.287397E+01, -0.459622E+00, -0.349991E+01,  0.143646E+02,  0.109630E+02, -0.123150E+02,  0.512023E+01,  0.754314E+01,  0.726294E+01
              4,  0.390000E-01,     188,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.210714E+01, -0.360567E+00, -0.292148E+01, -0.107579E+02, -0.268918E+01,  0.802369E+01,  0.171054E+02,  0.534812E+01,  0.461770E+01
              4,  0.390000E-01,     188,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.333287E+01,  0.400201E+00, -0.333424E+01, -0.350021E+01, -0.716364E+01,  0.271734E+01,  0.138827E+02, -0.109661E+02,  0.341654E+01
              4,  0.390000E-01,     189,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.584979E+01, -0.896277E+01,  0.921286E+01,  0.256721E+02, -0.118261E+02, -0.511659E+01,  0.525210E+01,  0.560136E+01,  0.546936E+01
              4,  0.390000E-01,     189,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.680329E+01, -0.871645E+01,  0.904175E+01, -0.158066E+02, -0.156706E+01,  0.137392E+01,  0.172230E+01,  0.292542E+00,  0.518854E+01
              4,  0.390000E-01,     189,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.542320E+01, -0.810242E+01,  0.927762E+01, -0.391240E+01,  0.172985E+02, -0.176759E+01,  0.620785E+01, -0.141181E+01, -0.478728E+01
              4,  0.390000E-01,     190,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.655436E+01, -0.673082E+01, -0.327433E+01, -0.143066E+00, -0.203414E+01,  0.761925E+01,  0.476757E+01,  0.573693E+01,  0.397807E+01
              4,  0.390000E-01,     190,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.649623E+01, -0.667680E+01, -0.228771E+01,  0.301944E+00, -0.557672E+01, -0.629133E+01,  0.125651E+02,  0.752760E+01, -0.548047E+01
              4,  0.390000E-01,     190,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.752733E+01, -0.679708E+01, -0.337075E+01,  0.131318E+01,  0.279393E+01, -0.145340E+01,  0.165411E+02,  0.339634E+01,  0.391090E+01
              4,  0.390000E-01,     191,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.860623E+01,  0.728004E+01, -0.358108E+01, -0.391686E+01,  0.555870E+00, -0.815261E+01,  0.447909E+01,  0.107642E+01,  0.536592E+01
              4,  0.390000E-01,     191,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.823292E+01,  0.766780E+01, -0.439469E+01, -0.134187E+01, -0.268625E+01,  0.398744E+01, -0.357587E+01,  0.930038E+01,  0.946956E+01
              4,  0.390000E-01,     191,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.949547E+01,  0.769787E+01, -0.359434E+01,  0.106374E+01,  0.325452E+01,  0.305113E+01,  0.100722E+01, -0.132018E+01, -0.530480E+01
              4,  0.390000E-01,     192,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.938451E+01, -0.661234E+01, -0.324202E+01,  0.385503E+01, -0.553774E+01, -0.593755E+01,  0.669085E+01,  0.766423E+01,  0.548189E+01
              4,  0.390000E-01,     192,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.969340E+01, -0.739553E+01, -0.372577E+01,  0.399848E+01,  0.281907E-01, -0.354811E+01,  0.436715E+01,  0.555513E+01,  0.743703E+01
              4,  0.390000E-01,     192,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.100807E+02, -0.660807E+01, -0.256353E+01, -0.637686E+01,  0.243507E+01,  0.722939E+01, -0.987470E+01,  0.140565E+02,  0.160625E+02
              4,  0.390000E-01,     193,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.930493E+01, -0.997419E+01, -0.976068E+01, -0.209236E+02, -0.206029E+02,  0.878999E+01,  0.883175E+01,  0.737188E+01,  0.473846E+01
              4,  0.390000E-01,     193,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.919690E+01, -0.909912E+01, -0.101629E+02, -0.591725E+01,  0.121688E+02, -0.641115E+01,  0.160539E+02,  0.393717E+01,  0.948187E+01
              4,  0.390000E-01,     193,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.103156E+02, -0.100505E+02, -0.974788E+01,  0.243959E+02,  0.611179E+01, -0.188495E+01,  0.258462E+02, -0.134402E+01,  0.177559E+02
              4,  0.390000E-01,     194,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.574396E+01,  0.683190E+01, -0.642603E+00, -0.191230E+01, -0.395104E+01, -0.364743E+00,  0.823809E+01,  0.701470E+01,  0.383481E+01
              4,  0.390000E-01,     194,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.589525E+01,  0.780083E+01, -0.521725E+00, -0.373662E+01, -0.373070E+01, -0.956380E+00,  0.220403E+02,  0.188232E+02,  0.961269E+01
              4,  0.390000E-01,     194,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.661045E+01,  0.644094E+01, -0.432831E+00,  0.340541E+01,  0.296156E+01,  0.222238E+01,  0.871171E+01, -0.182856E+01, -0.441939E+01
              4,  0.390000E-01,     195,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.257230E+01,  0.376183E+01, -0.143866E+01, -0.961810E+00, -0.783002E+01, -0.531120E+01,  0.747932E+01,  0.832828E+01,  0.576952E+01
              4,  0.390000E-01,     195,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.234115E+01,  0.456728E+01, -0.933605E+00,  0.205709E+01,  0.471055E+01,  0.251911E+01, -0.739794E+01,  0.860115E+01, -0.110596E+01
              4,  0.390000E-01,     195,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.296366E+01,  0.415659E+01, -0.225040E+01,  0.163744E+01,  0.116365E+01,  0.280962E+01,  0.213333E+02,  0.349012E+01,  0.881057E+01
              4,  0.390000E-01,     196,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.829723E+01,  0.268139E+01,  0.759812E+00,  0.203521E+02,  0.216136E+02, -0.203534E+02,  0.375001E+01,  0.479499E+01,  0.432188E+01
              4,  0.390000E-01,     196,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.916335E+01,  0.231290E+01,  0.104224E+01, -0.167604E+01, -0.281332E+01,  0.915078E+00,  0.553362E+01,  0.385927E+00, -0.107290E+02
              4,  0.390000E-01,     196,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.769353E+01,  0.213089E+01,  0.123076E+01, -0.173923E+02, -0.211479E+02,  0.155943E+02,  0.267584E+02, -0.298619E+01,  0.441141E+01
              4,  0.390000E-01,     197,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.103291E+01, -0.209546E+01,  0.722844E+01,  0.429725E+01,  0.548401E+01,  0.164340E+01,  0.740433E+01,  0.554662E+01,  0.450628E+01
              4,  0.390000E-01,     197,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.945720E+00, -0.185999E+01,  0.817782E+01, -0.311071E+01, -0.178954E+01, -0.329992E+01, -0.625087E+01,  0.514119E+01,  0.104999E+02
              4,  0.390000E-01,     197,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.100010E+00, -0.202442E+01,  0.694879E+01, -0.296525E+01, -0.281426E+01, -0.279608E+01,  0.106382E+02,  0.382431E+01,  0.295383E+02
              4,  0.390000E-01,     198,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.107920E+01,  0.964636E+01, -0.177776E+01,  0.122838E+02,  0.166886E+02,  0.188258E+01,  0.619965E+01,  0.526257E+01,  0.490078E+01
              4,  0.390000E-01,     198,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.167686E+01,  0.892395E+01, -0.155678E+01, -0.136209E+02, -0.106490E+02,  0.204594E+01, -0.255911E+01,  0.600997E+01,  0.759746E+01
              4,  0.390000E-01,     198,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.125987E+01,  0.102621E+02, -0.102213E+01,  0.114582E+01, -0.516202E+01, -0.659824E+01,  0.114467E+02,  0.138080E+02,  0.903717E+00
              4,  0.390000E-01,     199,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.539421E+01, -0.101890E+02, -0.951287E+01,  0.550364E+01,  0.824909E+01,  0.914840E+01,  0.346576E+01,  0.522012E+01,  0.578557E+01
              4,  0.390000E-01,     199,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.568754E+01, -0.967832E+01, -0.102971E+02, -0.106099E+02, -0.847822E+01, -0.145468E+02, -0.591418E+01,  0.118618E+02,  0.829189E+01
              4,  0.390000E-01,     199,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.598665E+01, -0.969968E+01, -0.889903E+01, -0.161121E+01, -0.700271E+01,  0.836150E+01,  0.113041E+02, -0.214661E+01,  0.163188E+02
              4,  0.390000E-01,     200,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.686362E+01,  0.555404E+01,  0.231195E+01, -0.104760E+02, -0.339551E+01, -0.195344E+01,  0.368480E+01,  0.465802E+01,  0.430365E+01
              4,  0.390000E-01,     200,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.716478E+01,  0.466396E+01,  0.255166E+01, -0.770927E+01, -0.773786E+01, -0.561875E-01, -0.100402E+01,  0.426987E+00, -0.932527E+01
              4,  0.390000E-01,     200,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.593427E+01,  0.544450E+01,  0.255089E+01,  0.162639E+02,  0.818320E+01, -0.612929E-01,  0.123027E+02,  0.634146E+01,  0.759748E+01
              4,  0.390000E-01,     201,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.172876E+01,  0.396696E+01,  0.978492E+01, -0.310998E+02,  0.508816E+01,  0.460667E+01,  0.772190E+01,  0.428418E+01,  0.473861E+01
              4,  0.390000E-01,     201,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.174778E+01,  0.311261E+01,  0.931206E+01,  0.345137E+01, -0.434287E+01, -0.333504E+01, -0.588158E+01,  0.808777E+01,  0.296768E+01
              4,  0.390000E-01,     201,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.265552E+01,  0.419487E+01,  0.986227E+01,  0.215804E+02,  0.210984E+01, -0.167443E+01, -0.699375E+00, -0.832807E+01, -0.489502E+00
              4,  0.390000E-01,     202,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.937313E+01, -0.682179E+01, -0.177752E+01, -0.551462E+01, -0.326015E+02, -0.234171E+01,  0.723677E+01,  0.971137E+01,  0.630292E+01
              4,  0.390000E-01,     202,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.932655E+01, -0.621632E+01, -0.103414E+01,  0.238391E+00,  0.131772E+02,  0.147540E+02,  0.221398E+02,  0.199472E+01,  0.744728E+01
              4,  0.390000E-01,     202,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.923512E+01, -0.770491E+01, -0.129974E+01,  0.697673E+01,  0.241227E+02, -0.106911E+02,  0.594999E+01, -0.546852E+01,  0.971153E+00
              4,  0.390000E-01,     203,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.130956E+00,  0.102735E+02,  0.388525E+01,  0.761830E+01, -0.933683E+01, -0.271296E+01,  0.418930E+01,  0.887322E+01,  0.471267E+01
              4,  0.390000E-01,     203,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.335629E+00, -0.991910E+01,  0.414385E+01, -0.349975E+01,  0.555982E+01,  0.883200E-01,  0.715183E+01, -0.194215E+01, -0.700840E+01
              4,  0.390000E-01,     203,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.274727E+00,  0.962640E+01,  0.450917E+01, -0.321403E+00,  0.471587E+00, -0.209589E+01,  0.568269E+01, -0.753414E+00, -0.119235E+02
              4,  0.390000E-01,     204,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.430614E+01,  0.455196E+01,  0.102889E+02, -0.650326E+01, -0.929960E+01,  0.300282E+01,  0.583598E+01,  0.771473E+01,  0.484738E+01
              4,  0.390000E-01,     204,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.425606E+01,  0.380556E+01, -0.100763E+02, -0.642314E+00, -0.553921E+00, -0.518012E+01,  0.120008E+02,  0.108033E+02,  0.123891E+02
              4,  0.390000E-01,     204,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.500887E+01,  0.503535E+01, -0.102680E+02,  0.105087E+02,  0.937950E+01, -0.134484E+01, -0.171240E+01,  0.572970E+01, -0.518405E+01
              4,  0.390000E-01,     205,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.958121E+01, -0.751222E+01,  0.102001E+02,  0.869574E+00,  0.441388E+01, -0.205435E+02,  0.415020E+01,  0.454875E+01,  0.423681E+01
              4,  0.390000E-01,     205,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.990844E+01, -0.719645E+01,  0.930217E+01,  0.361259E+01, -0.539838E+01,  0.195407E+02, -0.504610E+01,  0.134028E+02, -0.607334E+01
              4,  0.390000E-01,     205,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.100901E+02, -0.693170E+01, -0.102076E+02, -0.418964E+01,  0.682993E+01, -0.187581E+00,  0.534700E+01, -0.509753E+01,  0.226549E-01
              4,  0.390000E-01,     206,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.282008E+01,  0.310573E+01,  0.354047E+01,  0.974164E+01,  0.596258E+01, -0.499275E+00,  0.143551E+01,  0.446670E+01,  0.718052E+01
              4,  0.390000E-01,     206,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.332149E+01,  0.338268E+01,  0.434233E+01,  0.611985E+00, -0.385111E+01, -0.760965E+00,  0.821476E+01,  0.640627E+01,  0.221384E+02
              4,  0.390000E-01,     206,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.351127E+01,  0.331319E+01,  0.286564E+01, -0.611129E+01, -0.104734E+01, -0.853288E+00,  0.156240E+02,  0.802228E+01,  0.625738E+01
              4,  0.390000E-01,     207,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.903570E+01,  0.851838E+01, -0.885270E+01, -0.570832E+01,  0.157466E+02, -0.474430E+01,  0.615053E+01,  0.538290E+01,  0.754559E+01
              4,  0.390000E-01,     207,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.886951E+01,  0.947294E+01, -0.909059E+01,  0.539886E+01, -0.168589E+02,  0.152635E+01,  0.899748E+01,  0.313684E+01, -0.283413E+00
              4,  0.390000E-01,     207,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.906820E+01,  0.813923E+01, -0.976410E+01,  0.339291E+01,  0.276486E+01,  0.454872E+01, -0.176103E+01, -0.285479E-01, -0.772943E+01
              4,  0.390000E-01,     208,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.582913E+01, -0.441062E+01, -0.987634E+01, -0.627167E+01, -0.101644E+02,  0.315272E+01,  0.702775E+01,  0.623856E+01,  0.826491E+01
              4,  0.390000E-01,     208,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.547063E+01, -0.350316E+01, -0.989999E+01,  0.123404E+01,  0.166689E+01, -0.141699E+01, -0.659020E+00,  0.529562E+01,  0.232847E+01
              4,  0.390000E-01,     208,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.678497E+01, -0.424589E+01, -0.100140E+02,  0.490911E+01,  0.891181E+01, -0.229961E+01, -0.236906E+01, -0.290029E+01,  0.155787E+02
              4,  0.390000E-01,     209,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.704114E+01, -0.931083E+00,  0.245071E+01,  0.568871E+01,  0.135563E+02,  0.269415E+01,  0.718777E+01,  0.442635E+01,  0.769372E+01
              4,  0.390000E-01,     209,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.659173E+01, -0.346090E-01,  0.238226E+01, -0.874173E+01, -0.219062E+02,  0.101305E+02,  0.541063E+01,  0.138917E+02,  0.173304E+02
              4,  0.390000E-01,     209,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.681018E+01, -0.123419E+01,  0.336611E+01,  0.317098E+01,  0.929389E+01, -0.100816E+02,  0.360658E+01,  0.317348E+00,  0.388913E+01
              4,  0.390000E-01,     210,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.401554E+01,  0.159212E+01,  0.523352E+01, -0.154225E+02,  0.977657E+01,  0.668351E+01,  0.831248E+01,  0.320448E+01,  0.500468E+01
              4,  0.390000E-01,     210,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.347330E+01,  0.866886E+00,  0.491841E+01,  0.162131E+02, -0.874950E+01, -0.434394E+01,  0.113584E+02,  0.115648E+01,  0.328030E+01
              4,  0.390000E-01,     210,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.335596E+01,  0.229090E+01,  0.540884E+01,  0.319383E+01, -0.418942E+01, -0.307182E+01,  0.165386E+02,  0.834755E+01, -0.139268E+01
              4,  0.390000E-01,     211,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.487530E+01,  0.487791E+01, -0.720587E+01,  0.616478E+01,  0.126017E+02, -0.837005E+00,  0.466821E+01,  0.534550E+01,  0.875627E+01
